reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
0f03b3ff-93e8-4c73-8f33-7d24b386f3dd,A Google user,"Almost every time I open it it tells me support for this app will end soon, I follow the installation instructions and get the same message every time. It might be that they no longer support Galaxy Note 5 and aren't able to distinguish this in the messages that pop up but it is very annoying. Aside from that, I do love the convenience and prices with Amazon.",2,1,16.20.0.100,2018-10-28 19:46:05,16.20.0.100
b9a0ee16-e8fb-4e22-b14a-73a9b2428d44,A Google user,"I tried the free trial of prime to see if its something Id be interested using again and after a few days of waiting I was told my package was delayed and possibly lost. I was happy with the previous things I had ordered, they turned up on time and the quality of the items were great, but Its a great app and easy to find what im looking for just wish I could get them on time.",3,1,16.18.0.100,2018-10-25 14:47:28,16.18.0.100
cfe090dd-a6aa-4e4f-a62c-4e6b11d0cfeb,A Google user,"This update is noticeably slower than the last iteration. It also just notified me that something off my wishlist was purchased for me. So much for birthday surprises. And, because of very vague descriptions, I couldn't tell which notification to turn off to stop getting more like that, so I had to just kill all notifications. Not a great app.",2,47,16.20.0.100,2018-10-22 18:51:33,16.20.0.100
024dec6f-cf72-45fd-a1af-d879525f0bb3,A Google user,"The app installs itself without my permission. I prefer to use amazon on my chrome browser not the app, and I have continuously tried to modify my settings to only use the browser version. Whenever I check my email and try to track a package or open a link, the app AUTOMATICALLY opens the links despite me having uninstalled it multiple times! It is pissing me off. I'm not sure if Amazon struck a deal with LG or Android giving them control or how the app is run, but i'm over it. Any love I may have had for the app is completely gone. This is ridiculous.",1,2,16.6.0.100,2018-10-26 22:01:14,16.6.0.100
1393a43d-533f-441c-ab0b-ca64fa9218d9,A Google user,"It will load a page flawlessly. 10-15 seconds later, if that, ""Opps. Something went wrong. Return to Amazon Home Page."" Every. Freaking. Time... This NEVER happened until I was forced into updating my app. Amazon has lost out on nearly $200 from me, since this update (because I can't read item descriptions when I keep getting returned to the homepage), since I found it easier to stop at Walmart on the way home, instead of having to wait an extra day for shipping by waiting to use my computer, later.",1,7,16.20.0.100,2018-10-28 08:41:02,16.20.0.100
f66b1829-7efe-440c-8da8-8624932b41f0,A Google user,"This app used to be good (not great), but at some point in the passed few months they did away with the ability to go through the full list of reviewer's photos in a slideshow format. Now you can only see one at a time or find that specific review and view those few photos in a slideshow. Bring the slideshow view back and add swipe navigation. It's 2018 for crying out loud!!",2,3,16.19.0.100,2018-10-13 14:17:07,16.19.0.100
c9af584d-69d7-4ec0-8a38-403ebfba35c7,A Google user,"Online shopping with this app gets around 80 percent. I am mostly satisfied with the shopping and services but not always. Why? Stock updates could be a lot better, if Amazon linked it with their third party sellers. For instance, I could wait forever for one item and it would never come back into stock. Why? When I contact the seller directly, they say they no longer sell the product. This makes the Amazon app frustrating to use and unreliable. Will I continue to use it? Yes!",3,11,16.18.0.100,2018-10-05 13:01:51,16.18.0.100
b62825df-7c20-4662-aa3b-192ae981ea63,A Google user,"If you are familiar with shopping at Amazon then you pretty much already know how the app works when buying something. However, if you purchased something that Amazon itself will make the delivery (i.e. Prime or expedited 2 or 3 day delivery, or some other situation), this is where the app shines because when the item is ""Out for Delivery"", you will be presented as map showing the approx. Location of your package and a notation as to how many stops the driver has before your package and I'll be delivered. The ""current location"" of the driver is approximate (for their safety"" but it's accurate enough so you can plan and 100% accurate when it's delivered. And when it's delivered you will see a photo showing exactly where it is. Those two things are an indicator to me that they have us, the consumer, in mind because it is us (for the most part) who really benefits.",5,513,16.20.0.100,2018-10-22 01:19:58,16.20.0.100
757d11cc-13f9-4069-93c2-6579812fd3d5,A Google user,"Horrible experience with Amazon and their third-party vendors. Multiple packages either never arrived or arrived with missing or damaged pieces. Customer service was slow and the app made it nearly impossible to communicate and resolve the issue. Won't be using this app, Amazon Prime or Amazon again. To make matter worse, they have blocked any attempts at me posting a review on their site. For faulty products that had only 5 star reviews. Buyer beware.",1,0,16.20.0.100,2018-10-31 15:55:50,16.20.0.100
19894223-e168-4802-ae91-a244b46bb7d7,A Google user,"I was forced to update to this newer Amazon shopping app after getting a message on the old one saying it would no longer be supported or updated. This new one is terribly slow and glitches alot. The images on it for the products are blurry, like they were taken by a flip phone or a very bad photographer, which makes no sense because when I look at the same images in the old app they are crystal clear and perfect. Something is seriously wrong with this app, instead of an upgrade it feels like a down grade. I really hate it. Someone should fix it because it deters me from shopping. I keep going back to the old app to look up things, its sooo frustrating!",2,2,,2018-10-29 20:47:29,
42eaf647-ab3e-44ff-8f43-93430a6769f8,A Google user,"this app is not the worse it could be, but it isn't the best. In the past, I could record reviews of products on my phone and upload, from my phone, my video review. With each update of this app, this became more of a challenge, but I managed work arounds (that I should have never had to do to begin with). With this latest app, it refuses to upload videos from my phone, though the option to upload a video via the app is ""available"". A rep responded to my email inquiry about this and said videos must be uploaded from a computer and be in specific formats, which did not include .mp4 (the standard format for smartphone videos). I'm close to giving this app one star, but it manages to barely still get the job done (i.e.: browsing and ordering).",2,5,16.19.0.100,2018-10-13 02:43:13,16.19.0.100
0bc1d85d-ebf0-48b6-9c3d-11287e38bf44,A Google user,"Avoid at all costs if you're in a non-English country. First time I tried to buy something, I opted to start a prime trial and they immediately locked my account. When I sent them a statement as verification, they couldn't verify because it wasn't in English. Yesterday, they charged the same credit card that they wouldn't verify with a prime subscription which I can neither use nor disable.",1,3,16.19.0.100,2018-10-17 01:56:43,16.19.0.100
891a428e-6ebd-4412-8aa9-f6fba3c1d4d2,A Google user,"Have been a loyal Amazon Prime member and frequent shopper for years. The service isn't at all what it used to be though. What happened to free 2 day shipping for Prime members? Now orders are being split up into individual items, each with their own shipping speed, and something that used to get here in 2 days without issue will now take a week. It's madness. It seems they want you to pay more more more and give you less less less. Honestly, at this point I am mostly using Walmart for everything I used to get through Amazon. Their prices and shipping are both consistent. Amazon can not beat out the competition anymore. Seems like they stopped caring about quality customer service over this past year. Not sure I will continue with Prime when it comes time to renew. Shopping Amazon isn't as fun and rewarding an experience as it used to be.",3,45,16.20.0.100,2018-10-25 14:45:18,16.20.0.100
5d005bee-1615-4870-a464-0f70a6270cb1,A Google user,"The app is good and all, but I have to delete it just to log out. Everywhere I look says to go to menu>your acoount>log out but the option does not even exist. I've searched the entirety of the settings about 3 times and came up with nothing. Other people who experienced the same problem, and posted on answer forums not related to amazon, were also told to go to the account menu (as if we didn't already check there first). I would just really appreciate the ability to log out without going the through the hassle of reinstalling.",4,1,8.9.0.100,2018-10-16 14:47:17,8.9.0.100
0fdcb1a5-6b66-4902-8b02-13f5fa21aa67,A Google user,"This is a great app except for one thing... There needs to be more options for notifications. Currently it sends notifications when an item ships, tells me when it will arrive the next day, and let's me know that it's been delivered. I order quite a few items, and they are mostly prime so I know when to expect them. I live on property and packages are left in a box outside the gate, so I like getting the notifications that something has been delivered so I know to go get it. But I'm mostly annoyed by the other notifications. I don't care that it's been shipped and I already know it will be here tomorrow. Unfortunately there is currently no way that I can find to separate out just the notifications I want. It's all three or not at all. I would give the app 5 stars if it had that option.",3,3,16.20.0.100,2018-10-25 00:49:00,16.20.0.100
8a4aa46b-0843-4635-b0b9-d4673b8fb0a3,A Google user,"I bought an exclusive item in a pre-sale, and not only did Amazon lose my item they took no responsibility for it and didn't even notify me about it. Thank God I thought to check. What am I paying that prime membership fee for? They should definitely have something in place to cover their own incompetence. The LAST thing I'm ordering from this app. Terrible!",1,2,16.18.0.100,2018-10-08 06:56:02,16.18.0.100
970eb282-6edc-45ae-a430-21a6f41de5a5,A Google user,"Majority of users have subscribed to prime services, which guarantees two day shipping. Initially, this was great and items were received well within the promised time frames. However, lately it's more like a 4 or 5 day turnaround. When I speak to customer service, they blame it on logistics. I understand situations come up with shippers, that you have no control over. However, there is no communication with the purchaser about their items being delayed. I've had 3 separate orders in the last month, that have not been delivered within the 2 day window. Quite simply put, if you cant back up the guarantees you offer, then you shouldnt advertise them.",2,7,16.20.0.100,2018-10-30 01:21:06,16.20.0.100
86bcd798-8e59-4050-a145-09d0855ad6dc,A Google user,With the latest update the app signs me up for Amazon Prime automatically every time I open the app..regardless of which account is logged in. Also I recieve on average over 10 sales notifications a day. When I block app notifications they get turned back on with each update. It has become Nagware. Uninstall/reinstall doesnt fix the problem. Amazon Customer Service is unable/unwilling to help. Had to uninstall and shop via browser.,2,0,16.15.0.100,2018-10-01 17:34:45,16.15.0.100
