reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
99b5aca1-b412-4e43-9baa-467a43388fc2,Trevor Clayton,"Update: 2 months later, still the same. I try to send to a pickup location and I get those annoying ""oops, something went wrong"" pop ups. I can't buy expensive stuff in secret anymore, my wife keeps finding the packages and sending them back! vvvv ORIGINAL POST vvvvv It works about 60% of the time, I've been getting error messages for months. I tried closing the app and reopening but that doesn't work. I end up just waiting a few hours and trying again.",3,22,22.13.0.100,2021-07-02 06:14:35,22.13.0.100
b3ec1c20-a9c9-4e3f-90d9-5968de78fd53,A Google user,"I don't understand how anyone with an android device can use this app. I've had 3 different brands of phone and this app has never worked on any of them. If I click on any item it flips to the ""uh-oh, something went wrong"" page almost immediately. It is completely unusable, I only have it for delivery notifications. Wish Amazon would fix it, but I don't have high hopes since I've had this problem consistently for several years.",1,97,22.14.0.100,2021-07-17 23:31:11,22.14.0.100
681a92b6-ffc3-4904-b467-9a8d754d0234,Chase Trosper,"DO NOT BUY PRIME, it is a scam, it no longer delivers on its claims on having two day or less delivery, and beside that, all the other ""benefits"" are obsolete. Prime video, music and such still require individual purchases of items, it's a waste of money. Not to mention, they conveniently failed to register me canceling my subscription and still charged me money, then proceeded to tell me that in order to cancel their automatic deductions, I'd have to cancel the membership early with no refund.",1,53,22.13.0.100,2021-07-17 08:18:55,22.13.0.100
20ecfcf0-51be-4975-84e7-d335a5ffd951,Randy Perkes,"To start off, I'm rating the App, not Amazon as a whole. The team responsible for this app has increasingly made poor design choices making it more and more difficult to navigate as time goes on. And rather than sticking with a layout that works, they constantly move stuff that is fine where it's at. Stuff like current orders should have a shortcut on the main screen. It's very unintuitive to have to click something at the bottom of my screen then have to adjust my hands because to reach the top",3,205,22.14.0.100,2021-07-31 15:13:26,22.14.0.100
f58b7f98-05d9-4cf5-836a-0f9e6243babc,Marlena Gann,I am seeing transactions being removed from my account and added back. Then the transactions declined often. I do not like all the transactions that show up on my bank account. More than once I've called in to ensure that all transactions had a purchase. To me it seems fishy. Something Wish did. Recently the app keeps crashing and I am unable to use it. I deleted it and reinstalled it. Hopefully it will work better. Check your bank statements!,2,1,,2021-07-28 20:43:04,
0ce9a25f-6de1-426c-8329-81723aa0901f,Tony Perez,"The new layout is irritating! Nothing is more useful than the previous format and the new app icon is unattractive. The original one was distinctive. I'm already finding myself using the app less than I used to because it's not as intuitive as before. Also, it seems like devs make subtle layout changes several times a month. Ever hear of focus groups? Year of them before you toss out another ""update"" that has your customers wasting time looking for buttons or functions that were moved.",3,222,22.14.0.100,2021-07-31 18:12:30,22.14.0.100
33e4c455-cc96-4079-8fc3-82ab08008a9c,Pjay Pender,"Stopped working after most recent update. All links dump you back on the start page. You literally can't open the page for any item. I order from Amazon several items every week, because I live in the country and don't drive. Other than groceries once a month, everything I buy, I buy from Amazon, and I'm unable to use the app for this as of today. Your loss.",1,59,22.13.0.100,2021-07-12 04:00:35,22.13.0.100
8f92b491-ab12-4352-b2a9-edd198303e37,Jody Unterschutz,"Lost over 200 dollars due to bug. We ordered an item, and it didn't clear it from our cart. In the past this meant it hadn't worked, so we placed our order. After a few days, we noticed the double charge, but were denied cancelling the order. It would cost us 80 dollars to return the item. There was no option to provide feedback in the app about this bug.",1,29,22.13.0.100,2021-07-04 18:20:04,22.13.0.100
890f167b-86db-4f69-893d-e67953b6a77b,Jen Akemi Halovsky,"The new layout SUCKS. Every time I think the app layout can't get any worse, someone at Amazon tries to out do their last layout fiasco. Not user friendly at all. Amazon, please, go back to how it was where I could actually navigate your app. Oh, and if I'm checking orders and I go back to the order page, it goes all the way back up so I have to scroll back down to find the next order. Awful.",1,414,22.14.0.100,2021-07-31 14:46:11,22.14.0.100
cc978b5a-5b64-45c3-826b-9711bb491d4d,M,"Just STOP changing the look of this app already! Everytime it's changed it gets worse!! The new design with the task bar at the bottom of screen is TERRIBLE. Stop messing with stuff that isn't broken! At the very least give customers the option to MOVE the bar to the TOP of the screen....this is why I try to not update apps. A perfectly fine app is always butchered with a ""new UI""...",1,38,22.12.2.100,2021-07-30 19:01:10,22.12.2.100
