reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
32daa990-62c0-4618-ac69-947f5dd2cc79,A Google user,"Lately I've been having issues with Amazon app. Specially learning that the sellers are using drop shipping to sell the items. It does not allows you to choose from which country the items gets shipped from. The ones I've ordered with Amazon prime have been getting shipped from China, which takes almost a month to be delivered. So, why pay prime then if most this will be as late as the one you order off from Wish or Alli Express. Total disappointment and loss of money on a membership.",2,0,18.21.2.100,2020-01-15 22:06:32,18.21.2.100
05feae79-0955-4b0b-877c-0d1bbbae78b4,A Google user,"one of the richest companies in the world and their app is ass. it's basically pulling everything up like a webpage inside the app. the buttons are extremely hard to touch and basically give no feedback and it takes about 15 tries in order to bring up a product image. WALMART has a better and more user friendly app than amazon. it's 2020, not 2005.",1,3,18.21.2.100,2020-01-08 16:26:39,18.21.2.100
58e68414-9229-4f2b-b220-fb3870003bf4,A Google user,"They updated the app to make it as useless as possible. You can't just scroll down through all options. You have to tap to go through page after page. You can't select US only vendors, which means it's more difficult to weed out the Chinese counterfeits...and they are everywhere on Amazon. You can filter by brand, but doesn't show every brand and won't allow you to select several at one time. You have to tap on filter again to select each additional brand. They ruined a perfectly good app.",1,145,18.21.2.100,2020-01-16 04:20:30,18.21.2.100
5f851212-13f3-4802-8c17-f8644cbb23fc,A Google user,I use amazon constantly it is very convenient. I have noticed a spike in pricing on items that i know i could get cheaper if i had the time to go to the store and purchase it myself. I pay for prime benefits to guarantee a faster delivery being in the same day. Now i have contacted customer care through their chat feature lastnight when a $30 gratuity was offered for my inconvenience and still have not received the gratuity.,3,1,18.21.2.100,2020-01-13 23:21:17,18.21.2.100
a9f799a1-ae22-412f-93a6-04f8c2607243,A Google user,"This app is so frustrating. There is an ongoing problem with getting things I click to register. For instance, when I try to click on a size for ordering shoes, nothing happens. Then if that finally decides to work, I can't get the 'add to cart' button to click no matter what I do. None of the updates have ever resolved this issue, and it's been a problem right from the start. I just might be done with Amazon!",1,56,20.1.0.100,2020-01-23 04:21:34,20.1.0.100
277e7d51-2d40-4f5e-902d-67dfbfd29358,A Google user,"Poor customer service. Was left on hold for over 10 minutes after being pushed off from one cs rep to another. Deliveries are always late. Even with prime membership, no more 1 to 2 day delivery. They didn't honor their ad. They didn't match the price. Definitely not worth paying $13 a month anymore. I'll just stick with Netflix and Roku for movies and shows, and cancel prime.",1,2,18.21.2.100,2020-01-11 20:37:08,18.21.2.100
2843192f-886c-4ab9-8f46-18c0ae8f699b,A Google user,"It works. Slowly. Startup takes forever and it feels like a glorified web app. The menu and many buttons don't feel native at all. That said, prime shipping is great usually. Except for the occasional problem where they mark an item as having prime shipping, but it takes 4 or 5 days. Then it feels like a scam. Overall, Amazon has good products at decent prices, but the app is kinda meh.",3,109,20.1.2.100,2020-01-28 06:01:28,20.1.2.100
89a5455f-b554-4845-bc3d-ce1f7098fb96,A Google user,"Worst app ever! Refreshes after each selection so you have to go back every time you want to add a condition, Amazon expects you to have the sorting options committed to memory since hitting the back button goes back to the search page, have to press the next button to see the next batch of products instead of seamless scrolling. Worst user experience in all the shopping apps I've used.",1,0,,2020-01-01 16:31:20,
222e1698-67cd-442e-9efb-a26a61fc6807,A Google user,"I've been an ebay shopper for many. Friends talked me into trying Amazon. This app is bad. I did a search for milwaukee packout dolly on ebay app and 90% results was what I was looking for, Amazon's results revealed bubblegum machines, golf clubs, etc, oh, and 1 of what I was looking for. Wth? The other issue is you can only review a few results at a time, then keep tapping next. Thanks but no thanks.",1,0,18.21.2.100,2020-01-13 06:31:30,18.21.2.100
7648139f-8274-43f8-9dde-78148388cd8e,A Google user,"I am a long time customer and primarily have done my shopping via the app. Like several reviewers, the past update has caused it to be annoying and frustrating. First of all, what's with the ads replacing the ""see more like this""? Secondly, hitting the next button was an unnecessary addition. However, one thing I do like is the ability to rate the delivery experience.",3,135,20.1.0.100,2020-01-25 21:53:48,20.1.0.100
be072b15-5857-439c-a605-ad2a33ff9261,A Google user,"Lowered app rating from new update when they removed the option to see similar items at the bottom of a listing and instead replaced it with ""related posts"" that just look like ads. Much less helpful when searching for what you want to buy. Terrible to have to search through pages of listings, hitting next and not being able to easily find a prior listing. Long lag times and frustrating to not be able to choose multiple filters then apply them all. It's all directed at showing more ad listings.",2,239,20.1.0.100,2020-01-18 05:09:23,20.1.0.100
aff2d157-9f1d-4846-848a-19e5d5ae071b,A Google user,"Load times for filters ruins this. So slow! No different than using the site on a mobile browser in which case why bother using an app. Too bad Amazon will miss out on purchases of mine because I always say....nah I'd rather just wait and do it on my pc or laptop. By then I often forget what I was shopping for and don't shop for several more weeks, if at all. If I were Bezos I would tear his IT department a new one for still not having fixed this. You're losing revenue due to this guaranteed.",1,0,,2020-01-22 23:02:50,
c1444e8c-f16e-4e42-816e-aa9ac6c36612,A Google user,"The app works really well until I get to the payment/delivery options screen. If I try to make an adjustment - for example, when changing from standard delivery to free delivery - I just get a spinning wheel and I can't complete my order. It is very frustrating. This has been a long-standing issue, across more than one device. If not for this bug, I would give the app a five star rating.",1,98,18.21.2.100,2020-01-09 22:08:48,18.21.2.100
fa2c7c08-0392-4529-8d78-c545902a1523,A Google user,"I love Amazon but after the last update you can only look at 10 items per page and you can only filter searches one at a time. It has made shopping in Amazon an annoyance which makes me look elsewhere for product. Dropped my rating down to one star. I just can't anymore with the app. The new filtering makes the app mind numbingly slow. And each update adds a new problem or a ""feature"" that makes it less user friendly",2,88,20.1.0.100,2020-01-17 02:31:08,20.1.0.100
9588283f-9f60-4826-b3c6-2790660a0ae3,A Google user,As a Amazon Prime member I like using this app. However I notice it has been gotten a bit worse. Lately I tried to filter out my search in order to get the things I need. Like 90% it glitches and does not work. Besides that interface could be more smoother. I like the Amazon but this app could be better in my opinion. Update: they have sorted of fixed the filtering feature but it's far from perfect. It's a bit laggy but doable...,4,97,20.1.0.100,2020-01-15 02:45:03,20.1.0.100
a1b67b6f-2482-470a-abd7-4b60e687c96f,A Google user,"Careful with the ""free"" Prime trial.. it does not automatically cancel . Therefor they end up charging you without any notice. No wonder its a multi-billion dollar company when they can reach into your pockets and simply take money (Yes.. I know... read the fine print right, cause everyone does that). I have also found that there is a lot of cheap knock off products through amazon posing as the the real thing. Read about your purchases and research the seller carefully if you are looking for quality products.",2,15,20.1.2.100,2020-01-28 14:24:35,20.1.2.100
ec58b185-edb4-4fff-a2d3-f7c655192f5c,A Google user,"When I purchased my mobile, it came with an Amazon app. Then Amazon stopped supporting that app, forcing me to download this ""new"" one to continue using its service (the old app just links to the download page of the new one when launched); however, I can't uninstall the old, bloatware app to make room for the new one. The additional kick in the pants was after deleting other apps to fit this new one, it runs worse than the old one! It's consistently loading slower if at all! Absolute garbage.",1,34,18.21.2.100,2020-01-08 16:55:05,18.21.2.100
f969108f-8d2d-4146-a678-aeac6d60c05c,A Google user,"Why is this app so slow? One of the world's largest tech companies that specializes in shopping and this is the worst, most frustrating app I am currently using. Images take more than 7secs to load and then only potato quality, you have to load another image to zoom in on it wasting further time, size and colours are selectable to only be told they're out of stock, scrolling is unresponsive... the list goes on. Sort your app out Bezos!",2,18,20.1.0.100,2020-01-25 22:20:42,20.1.0.100
e233631c-bda2-499f-a590-318e55f67074,A Google user,"The app is really easy to navigate. However, I end up having to use the desktop site a lot as there is no option to filter by my own set price range on the app. E.g. if I'm searching for an item that I don't want to pay more than £5 for, I can only filter items under £15, so 2/3 of the items are useless.",3,29,18.21.2.100,2020-01-12 18:08:08,18.21.2.100
f83e194a-13f8-47fa-b708-883c2a084c96,A Google user,"Doesn't work anymore. This update made your app useless. Keeps crashing. Fails to load. Yes, I've tried to delete and reinstall but the app came preloaded on my cell and all I can do is disable, but then it still won't work. Tried turning off my phone also, still won't work. Nice work.",1,0,,2020-01-29 22:56:49,
eb56a0ef-c849-462d-bfe4-0fbfd9d64180,A Google user,"Awful. The app is so glitchy and difficult to navigate, that I typically end up throwing my phone aside frustrated and pulling out my laptop. It isn't worth spending triple the time to find something that it does using the browser. Only reason I keep the app is so I can check the progress on my orders. That part works fine thankfully.",1,33,18.21.2.100,2020-01-10 01:50:11,18.21.2.100
7929fc46-53cc-4580-ace3-cac1de6d0b12,A Google user,"Big Enterprise Small Development I've been a prime customer and I am not satisfied with the service that amazon provides. Firstly, their customer support is untraceable via the app. The app has a poor design and looks primitive. The returns/refunds & track shipment section is useless as it keeps you in loop no matter what option you select. There is no live tracking for your ordered goods.",1,5,20.1.2.100,2020-01-28 16:04:41,20.1.2.100
