reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
b65235c4-68f5-41a3-9423-acc561608ef6,A Google user,"Very good experience with all the features and navigations. the only thing needs to be improved is filters. the all does not allow to select multiple filters at one time. the moment user selects one filter, the filter closes and search starts. because of which user has to go to filters multiple times to add multiple filters. A suggestion to improve filters.",3,0,18.1.0.100,2019-08-03 10:42:31,18.1.0.100
58ace884-1caf-4432-b472-729fadc868cb,A Google user,"more clutter and slower than the previous app, which they did not care to uninstall when forcing the move to this version. general shopping continues to get worse - scrolling through hundreds of similar items you can't filter out, only to have the app freeze before you get to something interesting. either improve the filtering or go back to being able to skip entire pages of results. I shop more on Ebay now as a result.",1,4,18.13.2.100,2019-08-01 19:15:25,18.13.2.100
9f264d00-5a00-48bb-b543-a26686cdf839,A Google user,"New user interface is appalling, there are article type things for recommended products that you have to scroll past, you have to choose and apply filters one at a time, you have to go through pages.. the once super easy, streamline app is now a hassle to use for shopping or even browsing products. They seem more focused on putting everything in your face other than what you're really shopping for.This app has really gone downhill with the last couple updates. Change it back, make it good again.",1,2,18.13.0.100,2019-08-16 12:17:02,18.13.0.100
66a48679-b2f7-4bab-8988-81e619e68218,A Google user,"Always trying to make money to the point of I wanted instrument clusters. I put the filter of 50-100$. What's it do give me 90 plus light bulbs all under $20 saying featured. So I change it to high to low on pricing. First off it dropped half the items instead of reorganizing them(tried it a few times, I wasnt messing up). And ONLY kept the featured items. F*** Bezos",1,1,18.14.0.100,2019-08-24 17:17:58,18.14.0.100
7fd1905e-342b-4669-9bb5-a41c4a05db88,A Google user,"I've used this app almost daily for ages, but the latest update is terrible. Having to click through pages every 10 or 20 search results rather than a continuous scroll is terrible design, and the filters/sorting switched from a popup menu to (again) clicking through pages. It's like they took the app design back to 1990's desktop tech. If you haven't updated your app yet, DON'T.",2,35,18.14.0.100,2019-08-08 06:58:19,18.14.0.100
22d904cb-a1b3-454f-b30a-097bbc4171bd,A Google user,"the new update is TERRIBLE. Why have you changed the filter layout? Before the update the filter section stayed on the same page. Now when you click the filter option, it takes you to a seperate screen, away from your search. The new feature has also slowed down my app. It takes a few seconds for the new filter screen to appear. Sometimes the filters dont appear at all, and i have to restart the app a few time. Go BACK to the original design/layout!",2,64,18.14.0.100,2019-08-06 22:03:09,18.14.0.100
d9e91bef-e19e-41f2-b811-09ef6b887301,A Google user,"Kinda like CostCo or IKEA, but without the fun: impossible to shop without wasting a lot of time, & you'll probably spend more money than you'd intended. It's also the Facebook of shopping: overly ""sticky"", bloated with opportunities to ""engage"", truly awful UI. Only useful if you have a very specific need & know the exact part number or equiv., hence the second star.",2,1,18.8.0.100,2019-08-04 07:36:59,18.8.0.100
d406e78c-520a-48d4-b934-2d4151ad8e85,A Google user,"Latest update changed the filters to be less helpful, instead of just scrolling through and selecting what I need; if I enter a section on the filter I now have to select back to get out, but it completely takes you out of the filters so you have to keep going back in to the filters. Also now there are pages... Instead of just scrolling and scrolling now we have to select next page and wait for it to load, too much. What a pain in the butt for a mobile app. Amazon change it back please.",1,24,18.14.0.100,2019-08-11 23:32:15,18.14.0.100
d8539773-3794-44a3-98ff-bfcc2095e2b9,A Google user,"I loved shopping on Amazon until the most recent update. 1) The app is ridiculously slow. 2) Searching is a nightmare. 3) Filtering a search is even more of a nightmare because you can't select multiple options. 4) The drag & drop feature for adding items to a list has disappeared. Aren't apps supposed to be more convenient than websites? Not in this case. The Amazon app is the website's mini me, and that's not a good thing. Come on guys. You were doing so well!",2,139,18.15.4.100,2019-08-20 22:59:20,18.15.4.100
a8503721-f55c-4dc8-ad01-e5e7d3bdf266,A Google user,"3 steps back. Loss continuous scrolling, now opens a new screen for filters, after selecting anything it immediately searches which annoying when you are trying add several items to filter, . and a overall dated interface. It is so bad removed the app. As it works exactly the same in a browser. Please go back the previous version much better when searching.",1,136,18.15.3.100,2019-08-10 09:59:59,18.15.3.100
2552daa2-71b1-4aaa-983c-0f78da192cf2,A Google user,"it's a good app, but there are a couple glaring design flaws. For example, if example I'm searching by album I only need to see each album one time. I understand that your trying to engineer addiction by copying slot machine mechanics, but in this context all you've accomplished is reduced functionality. Also, if a song title runs too long and is cut off by an ellipses, if I turn my phone sideways it should display the extended title instead of blowing up the size of the album.",2,1,18.13.2.100,2019-08-01 00:00:42,18.13.2.100
