reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
290913a4-919c-4aa4-b1ad-d64c57ef60fa,Joshua Pert,"My experience with Amazon was great at first, 5 stars and all. Always got my stuff and on-time. And if there was an issue they were quick to fix it. Now it seems i can't order a single thing without problems. Im getting damaged items, even tho the delivery box is fine. Items get delayed and keep delaying. Buying new but getting refurbished, even tho i payed new price. And when you call its just a hassle, with all the run-a-rounds, and just everything about them is getting worse and worse.",1,3,20.11.0.100,2020-06-05 19:47:01,20.11.0.100
3a9b4aa6-7e66-49fb-afc0-1e97060f8825,Lee47 B.,"I used to use Amazon all the time. But, as of a few weeks ago. All my orders said the same thing, no delivery date, nothing, just a message stating an email would be sent when the items were available. I contacted customer service, on this issue. Mind you, all items I had ordered where listed in stock, and still are. There answer was not even remotely helpful. Unbelievable, such a huge disappointment. Now I guess I'll switch to Ebay.",2,1,20.11.0.100,2020-06-18 15:56:30,20.11.0.100
0d3f8941-3f9d-4ca4-a542-3ce44c490845,Allie Araoz,"The new design is soooooooo ugly and difficult to use. I hate it!! Please change it back!! It constantly refreshes to the top of the order screen, even when switching between orders. It only shows open orders, I want it to display ALL orders, whether they're open or not, delivered or in transit, returning or not. This is extremely annoying!",1,30,20.11.0.100,2020-06-11 15:46:01,20.11.0.100
045264a6-20ef-4d3e-aa11-9ce79f18b9bc,Robert Malcolm,"Doesnt think for you like google does as much as it sells advertising to its sellers. As someone who tried to sell on Amazon I get how it works and it doesnt really work for you as much as for ads. Thats why when you choose an item you have to scroll past multiple other items to get to a description of the product you are interested. Because if you click on 5 items, they all get charged a click. I guess to pay $15 an hour, and be the richest guy on the planet you need every dollar you can get.",2,7,20.11.0.100,2020-06-13 03:33:07,20.11.0.100
a057f6bf-b8f3-403f-8765-5173977d2b48,Tatiana Rubleva,"For the last couple of weeks I've been having issues with Whole Foods checkout proces. The order summary is slow to load. It's hard or sometimes impossible to edit produce quantities - I can't seem to ""catch"" the required amount, the selector jumps from one number to the next. When I try to delete an item, it fades and stays there for a long time, I don't know whether it was removed or not. All subsequent pages ('complete your order', 'did you forget?') are very slow to load too. Please fix.",2,268,20.12.0.100,2020-06-24 19:04:35,20.12.0.100
c629870e-26d1-4416-991b-83e9af16fd75,Shelly-Ann Nelson,"Well I just updated the app and figured out why I couldn't change the display currency to my local currency. It only works if I change my address, which wasn't a problem before. So many great features have been removed, eg. filter options, having the wish list at the bottom of the screen and the ability just add the item to the list by just long press and drop. Also it only shows items that ships to my address. What happened to showing me everything and just telling me if it ships or not?",3,116,20.11.0.100,2020-06-20 09:25:04,20.11.0.100
610bc4fb-7c4b-4762-8630-69d080464db7,BE Spaid,"If it loads at all, it's sloooooow. Most of the time, I can't even get to the home page, the app just does not load. I give up and go on chrome (which also is slow with Amazon). Sometimes, I'll be able to get a search in, but I am lucky if any results pop up. Very disappointing as I love using Amazon to shop. Good thing I kept my old iPhone and the iOS app works perfectly every time.",2,386,20.12.0.100,2020-06-22 14:39:18,20.12.0.100
c27928d0-c612-406e-a8fe-f99ff1aeb323,A,"TERRIBLE SERVICE! I've tried to send a product back which is falsely advertised by a 3rd party seller, over 2 weeks later no refund or contact from the claims department. I bought another item double the price which never turned up and again, still no refund! Amazon customer support keep cutting me off ( because they can't be bothered to help) so i have to keep explaining. Thanks to Amazon I'm nearly £300 down! I use Amazon for everything...not anymore. AVOID if you don't want robbing!!",1,0,20.12.0.100,2020-06-26 17:22:40,20.12.0.100
375c718e-6357-403d-94e5-168fc4b01951,Ginnie,"This app is generally very good though I took off one star because it takes you back into a ""loop"" whereby I think they believe if you stay caught up in it's web you'll buy more. I would also like to see a segment introduced whereby one could see the items billed for, the taxes and associated dates. The items don't arrive with receipts so there should be a more streamlined way the purchaser could cross-reference the charges against their accounts.",4,2,20.2.2.100,2020-06-02 23:12:17,20.2.2.100
06a40f6a-8149-4f52-901d-57ae86d9ac91,Natalie Elston,"Basically useless after the last update. Am I the only one who is having SERIOUS lag and freezing issues?! I can't do anything with my lists! Anytime I click to do ANYTHING (add to list, delete, move, edit priority) I have to wait like 10-15 seconds, and that's if it doesn't just freeze up completely! Otherwise, I loved the app before! Please fix!",2,155,20.11.0.100,2020-06-14 10:47:25,20.11.0.100
